Name,Maths,Science,English
Student_2163,52,56,84
Student_2164,54,53,64
Student_2165,69,95,70
Student_2166,78,66,92
Student_2167,91,81,90
Student_2168,63,97,87
Student_2169,58,97,90
Student_2170,87,66,98
Student_2171,56,79,85
Student_2172,68,97,70
Student_2173,63,98,74
Student_2174,66,76,99
Student_2175,63,76,83
Student_2176,90,84,86
Student_2177,52,73,69
Student_2178,78,81,73
Student_2179,70,96,90
Student_2180,74,71,52
Student_2181,71,97,72
Student_2182,95,62,97
Student_2183,73,67,51
Student_2184,57,99,54
Student_2185,78,65,66
Student_2186,80,93,61
Student_2187,59,84,57
Student_2188,85,58,91
Student_2189,53,88,72
Student_2190,56,76,83
Student_2191,91,83,97
Student_2192,80,95,82
Student_2193,66,55,94
Student_2194,80,76,78
Student_2195,80,98,60
Student_2196,96,93,52
Student_2197,84,100,74
Student_2198,100,65,79
Student_2199,96,77,55
Student_2200,92,84,92
Student_2201,52,75,97
Student_2202,75,69,86
Student_2203,82,68,95
Student_2204,67,82,93
Student_2205,94,51,62
Student_2206,57,78,56
Student_2207,76,64,85
Student_2208,60,59,60
Student_2209,92,55,83
Student_2210,96,98,80
Student_2211,50,56,81
Student_2212,79,84,81
Student_2213,51,86,68
Student_2214,95,80,67
Student_2215,70,79,88
Student_2216,83,92,93
Student_2217,62,92,54
Student_2218,68,85,89
Student_2219,85,71,74
Student_2220,62,99,51
Student_2221,64,79,78
Student_2222,82,65,82
Student_2223,69,99,66
Student_2224,93,69,93
Student_2225,76,51,96
Student_2226,85,62,71
Student_2227,55,85,66
Student_2228,74,67,82
Student_2229,68,66,65
Student_2230,60,79,93
Student_2231,75,52,83
Student_2232,59,89,96
Student_2233,95,93,70
Student_2234,82,66,79
Student_2235,71,84,98
Student_2236,81,95,58
Student_2237,69,88,76
Student_2238,79,91,80
Student_2239,87,92,81
Student_2240,51,91,51
Student_2241,75,70,93
Student_2242,95,76,98
Student_2243,99,91,87
Student_2244,66,61,66
Student_2245,86,97,59
Student_2246,96,94,98
Student_2247,53,78,75
Student_2248,73,74,92
Student_2249,54,56,70
Student_2250,55,65,65
Student_2251,93,83,78
Student_2252,82,76,90
Student_2253,94,81,63
Student_2254,50,91,63
Student_2255,60,61,66
Student_2256,65,99,82
Student_2257,82,90,79
Student_2258,83,76,90
Student_2259,75,89,97
Student_2260,50,60,71
Student_2261,89,95,81
Student_2262,51,73,83
Student_2263,86,62,62
Student_2264,94,56,60
Student_2265,55,55,85
Student_2266,88,96,52
Student_2267,81,93,64
Student_2268,81,79,59
Student_2269,94,66,93
Student_2270,57,90,59
Student_2271,66,55,68
Student_2272,51,89,52
Student_2273,88,95,95
Student_2274,52,100,50
Student_2275,88,63,58
Student_2276,94,77,85
Student_2277,82,70,63
Student_2278,86,89,85
Student_2279,92,87,61
Student_2280,58,90,70
Student_2281,84,50,57
Student_2282,90,62,69
Student_2283,93,68,100
Student_2284,58,96,52
Student_2285,94,88,96
Student_2286,58,92,82
Student_2287,69,89,81
Student_2288,95,61,57
Student_2289,67,77,79
Student_2290,50,68,89
Student_2291,57,95,62
Student_2292,74,77,84
Student_2293,80,94,63
Student_2294,87,87,89
Student_2295,81,90,94
Student_2296,59,67,71
Student_2297,57,60,70
Student_2298,91,54,57
Student_2299,93,68,66
Student_2300,75,67,68
Student_2301,75,93,64
Student_2302,95,60,85
Student_2303,63,72,72
Student_2304,70,94,53
Student_2305,60,54,62
Student_2306,83,71,84
Student_2307,54,87,100
Student_2308,99,71,86
Student_2309,94,77,66
Student_2310,73,53,93
Student_2311,76,87,92
Student_2312,92,60,78
Student_2313,70,91,64
Student_2314,83,98,57
Student_2315,92,84,56
Student_2316,54,68,84
Student_2317,54,60,63
Student_2318,77,58,59
Student_2319,99,86,59
Student_2320,75,71,99
Student_2321,90,80,57
Student_2322,77,87,51
Student_2323,78,50,99
Student_2324,54,74,78
Student_2325,98,87,77
Student_2326,86,78,98
Student_2327,100,57,77
Student_2328,55,88,70
Student_2329,55,50,58
Student_2330,52,78,52
Student_2331,74,78,83
Student_2332,73,65,56
Student_2333,100,79,91
Student_2334,64,52,77
Student_2335,81,66,91
Student_2336,65,81,100
Student_2337,92,79,50
Student_2338,90,96,98
Student_2339,64,71,51
Student_2340,56,92,60
Student_2341,53,99,92
Student_2342,94,72,60
Student_2343,56,91,68
Student_2344,96,91,54
Student_2345,75,87,74
Student_2346,92,73,81
Student_2347,64,87,84
Student_2348,77,53,53
Student_2349,80,62,89
Student_2350,76,52,79
Student_2351,67,97,79
Student_2352,76,87,89
Student_2353,60,75,96
Student_2354,67,79,86
Student_2355,78,87,58
Student_2356,95,97,77
Student_2357,69,85,85
Student_2358,67,80,65
Student_2359,72,77,77
Student_2360,64,80,61
Student_2361,89,79,91
Student_2362,65,77,61
Student_2363,85,76,63
Student_2364,54,87,75
Student_2365,96,65,64
Student_2366,67,84,60
Student_2367,100,65,85
Student_2368,71,80,76
Student_2369,88,73,93
Student_2370,56,51,99
Student_2371,100,78,82
Student_2372,68,100,64
Student_2373,72,100,55
Student_2374,89,63,100
Student_2375,50,53,63
Student_2376,95,94,58
Student_2377,80,79,74
Student_2378,76,78,83
Student_2379,91,59,54
Student_2380,59,72,93
Student_2381,79,76,60
Student_2382,69,69,97
Student_2383,94,91,50
Student_2384,80,74,66
Student_2385,55,54,86
Student_2386,99,61,61
Student_2387,78,75,59
Student_2388,74,73,92
Student_2389,58,98,66
Student_2390,93,99,75
Student_2391,68,96,65
Student_2392,70,75,92
Student_2393,97,80,83
Student_2394,63,59,85
Student_2395,73,80,81
Student_2396,68,85,65
Student_2397,81,70,97
Student_2398,71,100,62
Student_2399,80,75,83
Student_2400,80,96,55
Student_2401,86,56,71
Student_2402,75,82,75
Student_2403,78,77,50
Student_2404,73,93,100
Student_2405,64,99,50
Student_2406,65,54,51
Student_2407,51,75,97
Student_2408,59,54,65
Student_2409,81,60,77
Student_2410,58,99,82
Student_2411,98,53,67
Student_2412,83,84,65
Student_2413,54,64,84
Student_2414,51,71,93
Student_2415,82,76,98
Student_2416,74,75,75
Student_2417,86,86,89
Student_2418,69,99,96
Student_2419,69,96,57
Student_2420,52,67,100
Student_2421,80,85,90
Student_2422,89,72,94
Student_2423,97,62,95
Student_2424,69,70,77
Student_2425,69,78,99
Student_2426,65,84,55
Student_2427,86,69,72
Student_2428,53,61,87
Student_2429,68,99,57
Student_2430,91,62,81
Student_2431,92,87,71
Student_2432,73,60,68
Student_2433,60,63,54
Student_2434,76,57,59
Student_2435,81,91,57
Student_2436,93,76,57
Student_2437,99,59,84
Student_2438,61,62,62
Student_2439,90,51,57
Student_2440,69,78,96
Student_2441,93,50,63
Student_2442,50,65,96
Student_2443,84,82,92
Student_2444,90,72,84
Student_2445,97,98,67
Student_2446,50,76,51
Student_2447,65,62,92
Student_2448,96,65,65
Student_2449,67,74,73
Student_2450,71,79,75
Student_2451,80,51,65
Student_2452,85,93,51
Student_2453,83,97,92
Student_2454,98,93,58
Student_2455,93,51,78
Student_2456,61,55,82
Student_2457,53,83,87
Student_2458,100,91,60
Student_2459,83,76,90
Student_2460,100,66,95
Student_2461,69,76,82
Student_2462,75,80,81
Student_2463,54,58,81
Student_2464,74,93,84
Student_2465,67,99,82
Student_2466,100,81,56
Student_2467,91,88,52
Student_2468,77,87,53
Student_2469,73,83,58
Student_2470,78,72,86
Student_2471,53,60,92
Student_2472,64,78,57
Student_2473,65,88,75
Student_2474,97,66,59
Student_2475,79,93,97
Student_2476,96,50,95
Student_2477,53,89,96
Student_2478,94,93,83
Student_2479,76,61,93
Student_2480,79,86,88
Student_2481,77,65,75
Student_2482,80,100,81
Student_2483,88,95,76
Student_2484,99,74,63
Student_2485,67,81,99
Student_2486,70,75,84
Student_2487,53,86,93
Student_2488,97,85,93
Student_2489,98,100,90
Student_2490,90,63,72
Student_2491,77,62,55
Student_2492,59,53,53
Student_2493,93,52,69
Student_2494,73,90,57
Student_2495,65,58,69
Student_2496,71,80,53
Student_2497,78,79,95
Student_2498,57,65,51
Student_2499,78,78,78
Student_2500,86,96,95
Student_2501,60,55,61
Student_2502,97,89,93
Student_2503,76,74,66
Student_2504,76,58,57
Student_2505,99,58,75
Student_2506,84,98,90
Student_2507,87,50,79
Student_2508,81,65,81
Student_2509,61,56,80
Student_2510,69,69,86
Student_2511,90,87,75
Student_2512,86,56,86
Student_2513,77,56,88
Student_2514,76,81,68
Student_2515,50,86,73
Student_2516,82,82,68
Student_2517,57,95,83
Student_2518,69,91,77
Student_2519,89,79,95
Student_2520,70,74,76
Student_2521,64,70,100
Student_2522,71,63,61
Student_2523,86,63,83
Student_2524,68,85,93
Student_2525,100,99,70
Student_2526,90,82,62
Student_2527,78,82,68
Student_2528,64,87,65
Student_2529,90,84,83
Student_2530,98,62,66
Student_2531,51,84,54
Student_2532,86,50,91
Student_2533,94,60,67
Student_2534,89,91,83
Student_2535,87,50,88
Student_2536,54,88,73
Student_2537,62,61,79
Student_2538,79,59,54
Student_2539,62,74,52
Student_2540,88,76,96
Student_2541,57,92,92
Student_2542,84,77,91
Student_2543,98,73,100
Student_2544,80,64,63
Student_2545,93,84,86
Student_2546,58,82,73
Student_2547,62,82,58
Student_2548,73,71,91
Student_2549,76,71,60
Student_2550,87,97,81
Student_2551,92,85,54
Student_2552,51,55,54
Student_2553,63,62,72
Student_2554,83,97,57
Student_2555,69,99,66
Student_2556,98,77,82
Student_2557,70,88,52
Student_2558,50,58,85
Student_2559,88,95,54
Student_2560,72,100,85
Student_2561,68,59,80
Student_2562,54,69,94
Student_2563,62,78,64
Student_2564,73,76,87
Student_2565,74,86,72
Student_2566,58,57,84
Student_2567,84,54,56
Student_2568,73,78,64
Student_2569,96,75,93
Student_2570,75,64,89
Student_2571,59,64,95
Student_2572,52,50,72
Student_2573,89,73,76
Student_2574,90,67,69
Student_2575,52,83,95
Student_2576,99,74,89
Student_2577,54,87,80
Student_2578,68,66,74
Student_2579,95,66,74
Student_2580,91,65,65
Student_2581,90,90,96
Student_2582,97,62,74
Student_2583,84,81,60
Student_2584,53,58,63
Student_2585,99,98,67
Student_2586,65,80,62
Student_2587,88,64,97
Student_2588,97,72,97
Student_2589,67,84,68
Student_2590,97,52,51
Student_2591,55,60,63
Student_2592,96,80,62
Student_2593,50,50,74
Student_2594,55,75,96
Student_2595,70,100,80
Student_2596,69,61,92
Student_2597,96,62,57
Student_2598,91,87,95
Student_2599,62,70,92
Student_2600,98,71,80
Student_2601,96,85,50
Student_2602,50,99,80
Student_2603,60,53,77
Student_2604,83,66,97
Student_2605,95,87,88
Student_2606,91,69,72
Student_2607,71,52,59
Student_2608,70,55,51
Student_2609,77,59,76
Student_2610,80,57,97
Student_2611,70,87,70
Student_2612,73,88,83
Student_2613,70,75,90
Student_2614,87,60,74
Student_2615,90,80,73
Student_2616,89,81,66
Student_2617,76,55,50
Student_2618,59,76,55
Student_2619,88,80,97
Student_2620,63,59,84
Student_2621,57,83,97
Student_2622,56,62,54
Student_2623,66,61,60
Student_2624,98,57,78
Student_2625,62,79,57
Student_2626,97,52,50
Student_2627,56,80,66
Student_2628,70,97,87
Student_2629,88,93,73
Student_2630,74,79,73
Student_2631,80,69,50
Student_2632,82,58,76
Student_2633,52,70,69
Student_2634,71,53,63
Student_2635,60,65,63
Student_2636,93,61,59
Student_2637,95,64,60
Student_2638,84,63,63
Student_2639,100,98,88
Student_2640,56,51,50
Student_2641,78,52,89
Student_2642,94,75,50
Student_2643,61,73,84
Student_2644,66,71,78
Student_2645,87,56,54
Student_2646,91,60,83
Student_2647,79,63,57
Student_2648,90,53,89
Student_2649,83,96,91
Student_2650,65,53,68
Student_2651,75,92,58
Student_2652,64,99,76
Student_2653,89,99,50
Student_2654,59,57,55
Student_2655,73,83,79
Student_2656,92,54,51
Student_2657,99,92,51
Student_2658,85,100,85
Student_2659,88,77,87
Student_2660,75,89,93
Student_2661,90,91,92
Student_2662,94,83,85
Student_2663,80,92,100
Student_2664,100,98,97
Student_2665,91,67,53
Student_2666,84,57,100
Student_2667,71,66,81
Student_2668,57,59,99
Student_2669,67,58,76
Student_2670,85,89,52
Student_2671,85,66,91
Student_2672,77,54,75
Student_2673,68,81,57
Student_2674,78,78,59
Student_2675,75,58,98
Student_2676,87,85,96
Student_2677,94,88,60
Student_2678,56,61,52
Student_2679,96,80,51
Student_2680,77,81,76
Student_2681,88,56,98
Student_2682,79,89,50
Student_2683,100,51,51
Student_2684,73,54,72
Student_2685,53,51,93
Student_2686,55,84,98
Student_2687,84,56,83
Student_2688,61,83,71
Student_2689,84,65,84
Student_2690,58,78,73
Student_2691,54,90,70
Student_2692,70,54,65
Student_2693,63,70,86
Student_2694,87,76,59
Student_2695,88,56,75
Student_2696,53,85,56
Student_2697,63,96,94
Student_2698,73,61,97
Student_2699,77,80,99
Student_2700,86,51,59
Student_2701,50,92,97
Student_2702,65,65,71
Student_2703,69,84,77
Student_2704,51,81,81
Student_2705,84,76,78
Student_2706,90,91,93
Student_2707,81,86,90
Student_2708,75,69,71
Student_2709,81,62,53
Student_2710,66,80,94
Student_2711,78,62,73
Student_2712,65,82,70
Student_2713,56,69,65
Student_2714,56,75,64
Student_2715,74,52,99
Student_2716,64,88,76
Student_2717,52,51,73
Student_2718,100,100,92
Student_2719,72,85,74
Student_2720,87,100,83
Student_2721,75,57,85
Student_2722,75,98,93
Student_2723,64,52,53
Student_2724,83,54,96
Student_2725,93,64,62
Student_2726,82,77,65
Student_2727,69,97,51
Student_2728,56,76,89
Student_2729,80,70,54
Student_2730,79,69,98
Student_2731,94,92,86
Student_2732,70,73,96
Student_2733,50,73,57
Student_2734,99,83,75
Student_2735,80,69,88
Student_2736,82,68,51
Student_2737,73,91,70
Student_2738,61,50,92
Student_2739,85,84,75
Student_2740,91,59,57
Student_2741,79,72,64
Student_2742,72,88,97
Student_2743,61,88,69
Student_2744,65,72,67
Student_2745,98,79,77
Student_2746,83,62,52
Student_2747,81,74,63
Student_2748,52,74,99
Student_2749,72,96,94
Student_2750,60,66,54
Student_2751,86,64,75
Student_2752,61,65,68
Student_2753,71,81,96
Student_2754,86,75,79
Student_2755,88,64,80
Student_2756,78,84,53
Student_2757,70,74,72
Student_2758,59,72,58
Student_2759,65,85,73
Student_2760,73,78,59
Student_2761,75,65,81
Student_2762,74,52,83
Student_2763,53,59,71
Student_2764,88,95,84
Student_2765,90,91,72
Student_2766,84,83,88
Student_2767,66,72,96
Student_2768,50,55,84
Student_2769,50,93,77
Student_2770,100,85,87
Student_2771,84,76,54
Student_2772,87,99,76
Student_2773,79,57,59
Student_2774,75,58,91
Student_2775,64,56,57
Student_2776,80,92,96
Student_2777,50,79,62
Student_2778,66,98,77
Student_2779,76,65,85
Student_2780,87,80,69
Student_2781,70,97,50
Student_2782,88,50,51
Student_2783,53,89,96
Student_2784,54,51,90
Student_2785,85,69,88
Student_2786,57,85,56
Student_2787,80,66,99
Student_2788,63,95,50
Student_2789,98,54,78
Student_2790,63,50,99
Student_2791,97,66,89
Student_2792,71,93,94
Student_2793,67,98,89
Student_2794,81,88,100
Student_2795,86,70,58
Student_2796,79,74,75
Student_2797,56,86,80
Student_2798,66,80,61
Student_2799,85,64,57
Student_2800,71,85,89
Student_2801,65,94,68
Student_2802,65,74,61
Student_2803,63,70,89
Student_2804,72,53,58
Student_2805,94,95,64
Student_2806,62,96,99
Student_2807,99,98,63
Student_2808,79,85,65
Student_2809,88,98,87
Student_2810,64,71,71
Student_2811,67,77,88
Student_2812,86,93,51
Student_2813,84,53,59
Student_2814,81,80,90
Student_2815,85,95,92
Student_2816,100,64,52
Student_2817,74,90,62
Student_2818,97,57,62
Student_2819,59,83,75
Student_2820,51,63,61
Student_2821,62,78,82
Student_2822,51,57,67
Student_2823,78,86,62
Student_2824,76,77,53
Student_2825,74,67,60
Student_2826,94,57,57
Student_2827,63,52,97
Student_2828,94,97,60
Student_2829,85,95,97
Student_2830,100,65,63
Student_2831,71,88,79
Student_2832,68,84,50
Student_2833,54,56,50
Student_2834,69,84,91
Student_2835,63,63,53
Student_2836,65,56,73
Student_2837,84,76,89
Student_2838,80,96,99
Student_2839,96,87,77
Student_2840,92,61,63
Student_2841,93,93,58
Student_2842,79,55,78
Student_2843,53,93,68
Student_2844,87,93,57
Student_2845,70,97,74
Student_2846,52,58,90
Student_2847,79,96,86
Student_2848,65,66,63
Student_2849,81,93,60
Student_2850,91,62,62
Student_2851,80,51,94
Student_2852,98,54,68
Student_2853,67,87,70
Student_2854,60,85,63
Student_2855,97,60,89
Student_2856,74,72,93
Student_2857,53,51,78
Student_2858,69,61,53
Student_2859,60,78,82
Student_2860,57,92,82
Student_2861,66,90,60
Student_2862,65,61,82
Student_2863,77,92,74
Student_2864,67,52,85
Student_2865,71,55,62
Student_2866,75,70,53
Student_2867,97,78,64
Student_2868,64,54,83
Student_2869,76,98,89
Student_2870,99,76,76
Student_2871,57,89,63
Student_2872,81,75,62
Student_2873,79,99,76
Student_2874,76,99,100
Student_2875,90,97,74
Student_2876,93,65,91
Student_2877,99,91,74
Student_2878,52,89,99
Student_2879,63,77,95
Student_2880,57,56,96
Student_2881,63,52,52
Student_2882,95,89,56
Student_2883,96,80,72
Student_2884,62,99,52
Student_2885,67,50,68
Student_2886,87,53,88
Student_2887,96,71,93
Student_2888,79,98,99
Student_2889,56,64,66
Student_2890,62,73,95
Student_2891,56,83,65
Student_2892,95,77,51
Student_2893,99,77,90
Student_2894,90,100,88
Student_2895,56,66,50
Student_2896,98,73,69
Student_2897,73,55,68
Student_2898,99,54,65
Student_2899,81,69,99
Student_2900,65,87,94
Student_2901,53,71,80
Student_2902,55,92,79
Student_2903,95,55,61
Student_2904,89,95,70
Student_2905,82,53,77
Student_2906,78,84,85
Student_2907,100,58,64
Student_2908,75,56,74
Student_2909,50,58,52
Student_2910,84,78,63
Student_2911,88,99,98
Student_2912,54,79,88
Student_2913,84,57,81
Student_2914,77,84,63
Student_2915,67,80,85
Student_2916,50,75,94
Student_2917,51,70,51
Student_2918,94,50,77
Student_2919,66,74,53
Student_2920,83,83,57
Student_2921,95,70,92
Student_2922,75,66,63
Student_2923,53,82,100
Student_2924,83,96,91
Student_2925,87,58,69
Student_2926,71,99,64
Student_2927,77,90,52
Student_2928,73,89,89
Student_2929,96,99,83
Student_2930,67,81,68
Student_2931,88,63,70
Student_2932,82,50,54
Student_2933,80,79,57
Student_2934,99,67,91
Student_2935,71,92,90
Student_2936,86,61,53
Student_2937,77,94,67
Student_2938,57,63,91
Student_2939,90,60,100
Student_2940,51,52,76
Student_2941,75,77,81
Student_2942,82,99,90
Student_2943,59,58,57
Student_2944,64,70,55
Student_2945,100,53,54
Student_2946,50,64,59
Student_2947,95,92,85
Student_2948,99,81,57
Student_2949,97,51,93
Student_2950,62,57,94
Student_2951,77,92,57
Student_2952,80,99,91
Student_2953,93,97,73
Student_2954,79,51,79
Student_2955,91,76,59
Student_2956,57,95,65
Student_2957,87,73,79
Student_2958,76,87,79
Student_2959,55,51,66
Student_2960,83,62,68
Student_2961,82,85,95
Student_2962,57,100,57
Student_2963,97,96,61
Student_2964,51,71,97
Student_2965,60,59,81
Student_2966,80,92,52
Student_2967,55,64,91
Student_2968,65,75,91
Student_2969,61,67,96
Student_2970,60,91,100
Student_2971,80,80,60
Student_2972,51,73,56
Student_2973,94,70,83
Student_2974,68,67,58
Student_2975,86,81,50
Student_2976,95,82,75
Student_2977,80,63,93
Student_2978,67,80,68
Student_2979,56,57,93
Student_2980,50,98,55
Student_2981,55,56,56
Student_2982,97,65,52
Student_2983,65,86,86
Student_2984,72,50,60
Student_2985,68,56,58
Student_2986,74,99,59
Student_2987,73,91,65
Student_2988,95,50,86
Student_2989,90,59,98
Student_2990,74,64,88
Student_2991,69,76,71
Student_2992,98,59,57
Student_2993,88,73,76
Student_2994,52,95,100
Student_2995,55,54,83
Student_2996,72,96,99
Student_2997,71,54,96
Student_2998,93,98,54
Student_2999,67,98,50
Student_3000,80,50,66
Student_3001,61,80,73
Student_3002,89,69,57
Student_3003,70,60,92
Student_3004,76,97,97
Student_3005,50,58,78
Student_3006,58,53,84
Student_3007,84,72,89
Student_3008,81,57,88
Student_3009,88,90,52
Student_3010,79,72,62
Student_3011,95,68,87
Student_3012,85,93,73
Student_3013,87,59,63
Student_3014,73,58,56
Student_3015,56,100,68
Student_3016,81,67,56
Student_3017,60,81,52
Student_3018,92,51,78
Student_3019,52,75,97
Student_3020,100,62,81
Student_3021,68,72,98
Student_3022,81,90,80
Student_3023,69,93,88
Student_3024,70,83,52
Student_3025,96,60,93
Student_3026,94,58,80
Student_3027,83,100,78
Student_3028,57,78,60
Student_3029,95,91,93
Student_3030,58,69,69
Student_3031,73,69,59
Student_3032,68,93,67
Student_3033,64,91,59
Student_3034,56,71,58
Student_3035,50,92,53
Student_3036,72,84,63
Student_3037,87,61,50
Student_3038,59,84,77
Student_3039,90,65,98
Student_3040,72,61,73
Student_3041,64,61,67
Student_3042,53,98,100
Student_3043,99,63,82
Student_3044,89,56,99
Student_3045,92,58,87
Student_3046,52,51,78
Student_3047,66,100,64
Student_3048,83,72,98
Student_3049,65,58,95
Student_3050,58,85,83
Student_3051,91,51,51
Student_3052,67,69,61
Student_3053,85,86,57
Student_3054,86,98,52
Student_3055,96,54,99
Student_3056,88,72,58
Student_3057,64,93,97
Student_3058,76,84,98
Student_3059,78,94,76
Student_3060,54,80,54
Student_3061,68,95,62
Student_3062,100,55,95
Student_3063,87,59,65
Student_3064,97,84,71
Student_3065,99,80,91
Student_3066,56,75,97
Student_3067,66,62,92
Student_3068,85,81,100
Student_3069,64,87,90
Student_3070,62,78,71
Student_3071,97,97,74
Student_3072,98,70,82
Student_3073,77,56,97
Student_3074,95,60,87
Student_3075,63,100,77
Student_3076,89,61,100
Student_3077,91,84,87
Student_3078,83,50,73
Student_3079,53,92,84
Student_3080,94,62,95
Student_3081,88,51,100
Student_3082,89,70,97
Student_3083,81,99,74
Student_3084,50,94,60
Student_3085,75,56,86
Student_3086,73,73,73
Student_3087,59,91,88
Student_3088,57,57,79
Student_3089,93,73,93
Student_3090,86,56,61
Student_3091,100,65,62
Student_3092,70,96,93
Student_3093,81,94,93
Student_3094,69,89,92
Student_3095,67,51,81
Student_3096,87,67,94
Student_3097,69,94,58
Student_3098,78,79,53
Student_3099,75,58,63
Student_3100,50,96,86
Student_3101,83,96,53
Student_3102,60,88,54
Student_3103,89,76,100
Student_3104,80,59,72
Student_3105,55,97,82
Student_3106,94,64,93
Student_3107,59,58,79
Student_3108,92,90,83
Student_3109,84,66,86
Student_3110,52,59,82
Student_3111,59,82,97
Student_3112,88,87,60
Student_3113,74,61,55
Student_3114,93,58,60
Student_3115,93,80,86
Student_3116,91,62,74
Student_3117,79,68,97
Student_3118,84,54,79
Student_3119,86,58,58
Student_3120,65,97,73
Student_3121,100,66,74
Student_3122,70,69,92
Student_3123,80,52,65
Student_3124,73,98,95
Student_3125,56,51,64
Student_3126,74,69,67
Student_3127,98,73,99
Student_3128,72,93,96
Student_3129,60,95,92
Student_3130,79,80,81
Student_3131,66,95,60
Student_3132,54,66,84
Student_3133,75,54,91
Student_3134,57,99,61
Student_3135,71,53,60
Student_3136,84,50,90
Student_3137,82,76,100
Student_3138,69,53,61
Student_3139,54,73,98
Student_3140,70,75,86
Student_3141,56,89,88
Student_3142,77,79,84
Student_3143,71,85,99
Student_3144,69,55,62
Student_3145,72,94,74
Student_3146,59,95,64
Student_3147,65,84,52
Student_3148,81,80,56
Student_3149,61,79,78
Student_3150,75,67,74
Student_3151,87,91,67
Student_3152,58,82,73
Student_3153,84,79,89
Student_3154,66,51,74
Student_3155,50,77,74
Student_3156,53,59,59
Student_3157,97,56,77
Student_3158,81,86,63
Student_3159,94,67,79
Student_3160,95,86,68
Student_3161,68,79,70
Student_3162,51,65,92
Student_3163,93,62,92
Student_3164,56,94,89
Student_3165,69,70,96
Student_3166,73,93,58
Student_3167,74,64,61
Student_3168,51,92,71
Student_3169,56,89,96
Student_3170,77,96,88
Student_3171,97,92,50
Student_3172,93,76,67
Student_3173,65,51,58
Student_3174,94,92,95
Student_3175,71,74,54
Student_3176,92,91,68
Student_3177,61,60,60
Student_3178,98,93,68
Student_3179,78,95,85
Student_3180,82,68,85
Student_3181,61,89,68
Student_3182,100,70,85
Student_3183,85,89,80
Student_3184,97,99,57
Student_3185,66,54,85
Student_3186,90,67,74
Student_3187,54,83,74
Student_3188,70,59,98
Student_3189,95,93,91
Student_3190,62,99,69
Student_3191,92,78,85
Student_3192,89,97,93
Student_3193,76,56,91
Student_3194,75,53,72
Student_3195,64,55,67
Student_3196,80,53,58
Student_3197,62,100,78
Student_3198,50,87,77
Student_3199,91,57,96
Student_3200,51,91,60
Student_3201,58,70,91
Student_3202,80,99,78
Student_3203,88,68,73
Student_3204,66,72,72
Student_3205,94,89,68
Student_3206,79,52,91
Student_3207,59,84,58
Student_3208,87,60,80
Student_3209,51,81,62
Student_3210,76,55,68
Student_3211,75,93,52
Student_3212,74,92,85
Student_3213,95,92,84
Student_3214,94,53,91
Student_3215,68,97,57
Student_3216,99,71,97
Student_3217,91,68,94
Student_3218,50,55,67
Student_3219,65,75,59
Student_3220,65,94,99
Student_3221,95,55,89
Student_3222,94,88,69
Student_3223,74,82,75
Student_3224,61,54,53
Student_3225,86,71,86
Student_3226,94,79,65
Student_3227,53,70,99
Student_3228,80,53,92
Student_3229,82,89,63
Student_3230,66,67,99
Student_3231,89,59,86
Student_3232,87,89,78
Student_3233,76,69,74
Student_3234,92,67,56
Student_3235,56,53,77
Student_3236,58,82,78
Student_3237,71,83,84
Student_3238,51,85,60
Student_3239,51,93,78
Student_3240,57,92,95
Student_3241,50,76,98
Student_3242,89,85,61
Student_3243,65,88,56
Student_3244,54,100,87
Student_3245,50,98,89
Student_3246,54,59,84
Student_3247,65,61,69
Student_3248,53,100,71
Student_3249,82,77,58
Student_3250,54,58,83
Student_3251,64,93,100
Student_3252,50,86,70
Student_3253,98,90,90
Student_3254,68,54,50
Student_3255,54,100,70
Student_3256,78,90,52
Student_3257,58,84,99
Student_3258,73,85,51
Student_3259,74,50,93
Student_3260,69,76,52
Student_3261,87,94,51
Student_3262,51,92,71
Student_3263,73,71,98
Student_3264,52,70,95
Student_3265,59,64,86
Student_3266,57,61,77
Student_3267,64,79,64
Student_3268,82,50,74
Student_3269,77,63,70
Student_3270,54,82,100
Student_3271,65,86,60
Student_3272,98,98,90
Student_3273,70,94,61
Student_3274,67,67,76
Student_3275,68,77,72
Student_3276,70,50,66
Student_3277,83,100,58
Student_3278,54,86,61
Student_3279,99,73,93
Student_3280,83,51,63
Student_3281,50,88,81
Student_3282,70,89,72
Student_3283,95,60,54
Student_3284,81,53,70
Student_3285,66,67,68
Student_3286,88,69,81
Student_3287,67,91,74
Student_3288,59,81,72
Student_3289,64,75,93
Student_3290,94,83,62
Student_3291,75,93,100
Student_3292,97,72,53
Student_3293,94,100,76
Student_3294,50,71,84
Student_3295,91,58,76
Student_3296,72,94,100
Student_3297,74,69,83
Student_3298,65,66,93
Student_3299,85,56,54
Student_3300,59,100,96
Student_3301,92,54,52
Student_3302,90,56,69
Student_3303,90,59,81
Student_3304,51,77,81
Student_3305,59,64,79
Student_3306,81,68,86
Student_3307,60,70,89
Student_3308,66,54,88
Student_3309,73,72,77
Student_3310,82,91,85
Student_3311,64,87,96
Student_3312,57,50,88
Student_3313,70,100,58
Student_3314,72,69,58
Student_3315,74,50,90
Student_3316,88,92,79
Student_3317,52,70,99
Student_3318,57,51,92
Student_3319,79,52,67
Student_3320,86,64,75
Student_3321,87,81,51
Student_3322,82,87,90
Student_3323,93,98,62
Student_3324,58,90,58
Student_3325,62,98,68
Student_3326,58,57,71
Student_3327,56,55,78
